VIDEO,IMAGE,GROUND_TRUTH_SIZE,ESTIMATED_SIZE
vid41,3637.jpg,22.8,18.570583931037312
vid41,3639.jpg,24.7,20.727752920534105
vid41,3641.jpg,26.0,25.24665973059819
vid41,3643.jpg,27.6,25.26601016074237
vid41,3645.jpg,27.8,25.45086970131561
vid41,3647.jpg,28.3,28.651072650271217
vid41,3649.jpg,28.1,24.607603570565963
vid41,3651.jpg,27.9,26.522245883521087
vid41,3653.jpg,27.5,26.542949352307982
vid41,3655.jpg,27.8,26.22053499677228
vid41,3657.jpg,26.7,25.593015787816714
vid41,3659.jpg,25.7,23.923557343203097
vid41,3661.jpg,24.2,25.407438705271666
vid41,3693.jpg,22.2,12.664605317071437
vid41,3695.jpg,23.2,16.067560004966445
vid41,3751.jpg,20.3,16.369111373564852
vid41,4163.jpg,19.4,18.621563484892178
vid41,4165.jpg,17.0,18.066714223035
vid41,4221.jpg,14.7,13.614052628223758
vid41,4223.jpg,15.5,13.860337323058419
vid41,4225.jpg,15.8,15.856356387310269
vid41,4227.jpg,16.6,16.251334192672733
vid41,4229.jpg,16.8,17.440366141253463
vid41,4231.jpg,16.9,17.142310401094974
vid41,4233.jpg,16.8,17.887133780421415
vid41,4235.jpg,16.7,17.314613922538943
vid41,4237.jpg,17.0,17.565024643050627
vid41,4239.jpg,17.0,17.392977497403386
vid41,4241.jpg,16.9,17.967236286985695
vid41,4243.jpg,16.9,17.03160547896439
vid41,4245.jpg,17.0,16.785397327196605
vid41,4247.jpg,16.9,15.894229772877917
vid41,4249.jpg,16.7,17.413722257282267
vid41,4251.jpg,16.6,17.2617873543687
vid41,4253.jpg,16.6,18.714535733547134
vid41,4255.jpg,16.5,17.48948610561156
vid41,4257.jpg,16.4,17.184062228864306
vid41,4259.jpg,16.5,16.082127106963448
vid41,4261.jpg,16.3,16.971942949432275
vid41,4263.jpg,15.9,16.66004349790739
vid41,4265.jpg,15.8,18.214270284622746
vid41,4267.jpg,15.8,17.50830292454342
vid41,4269.jpg,17.3,19.91690048676186
vid41,4271.jpg,16.9,19.129971530336302
vid41,4273.jpg,17.0,19.648114535197738
vid41,4275.jpg,16.4,19.68196192844656
vid41,4277.jpg,16.4,19.56961755350535
vid41,4279.jpg,16.6,22.180636172497692
vid41,4281.jpg,16.5,22.74666871813768
vid41,4283.jpg,16.7,20.092806958563113
vid41,4285.jpg,17.2,19.301869504464175
vid41,4287.jpg,16.2,17.27690101319302
vid41,4289.jpg,16.0,17.58029225209812
vid41,4291.jpg,15.6,17.711936983614503
vid41,4293.jpg,15.7,18.563294482662577
vid41,4413.jpg,11.1,8.674239901639226
vid41,4415.jpg,11.1,8.419218303259552
vid41,4417.jpg,10.9,8.862941669279532
vid41,4419.jpg,11.3,8.920923352043191
vid41,4421.jpg,10.5,8.800285724164322
vid41,4423.jpg,10.3,8.634196280998264
vid41,4893.jpg,5.4,6.391240575577056
vid41,4895.jpg,6.0,6.281262069942818
vid41,4897.jpg,6.1,8.033393819412268
vid41,4899.jpg,6.2,7.991328650338004
vid41,5301.jpg,8.9,10.879429303414444
vid41,5303.jpg,10.1,11.82030663538958
vid41,5305.jpg,10.0,10.76295251839959
vid41,5307.jpg,11.0,11.440267232307749
vid41,5309.jpg,11.1,10.202929124514311
vid41,5311.jpg,11.8,9.209146666063155
vid41,5313.jpg,10.9,9.074748372356693
vid41,5315.jpg,10.5,10.69330062364979
vid41,5317.jpg,9.8,10.080124194645943
vid41,5319.jpg,9.7,10.737106597767632
vid41,5321.jpg,9.1,10.099322227374968
vid41,5323.jpg,9.7,10.465297941168926
vid41,5325.jpg,9.5,10.483123643007367
vid41,5327.jpg,9.8,11.207949317756452
vid41,5329.jpg,10.2,10.043039372249671
vid41,5331.jpg,10.3,9.872064816556334
vid41,5333.jpg,9.9,9.957121390439704
vid41,5335.jpg,10.1,10.37575002228315
vid41,5337.jpg,10.0,10.240513312358821
vid41,5339.jpg,9.6,10.068953052452763
vid41,5341.jpg,9.7,9.411723497464198
vid41,5343.jpg,10.0,9.541031416381225
vid41,5345.jpg,10.2,10.142250009349365
vid41,5347.jpg,10.3,9.327462532077302
vid41,5349.jpg,9.9,8.88068863826298
vid41,5351.jpg,9.9,9.229717289728969
vid41,5353.jpg,9.8,11.056551895682702
vid41,5355.jpg,9.6,9.351889815251972
vid41,5357.jpg,9.6,7.659431879375955
vid41,5359.jpg,9.5,9.055916418948419
vid41,5361.jpg,9.6,8.666717424461652
vid41,5363.jpg,9.3,7.238888161596959
vid41,5365.jpg,9.1,8.886969784111503
vid41,5367.jpg,9.4,9.588010830728571
vid42,0125.jpg,20.9,21.02002855642101
vid42,0127.jpg,21.0,24.803600551228755
vid42,0129.jpg,21.2,24.991616457216388
vid42,0131.jpg,20.7,26.392539877790327
vid42,0133.jpg,21.8,23.790946285714398
vid42,0135.jpg,21.2,23.882091220847176
vid42,0137.jpg,21.1,20.599866068987865
vid42,0139.jpg,21.1,22.869784737262243
vid42,0141.jpg,21.5,23.408481407714184
vid42,0143.jpg,21.8,22.6237712057096
vid42,0145.jpg,21.7,23.370873028048926
vid42,0147.jpg,21.7,24.211973825351034
vid42,0149.jpg,21.6,21.5167231933138
vid42,0151.jpg,21.5,23.44783207766917
vid42,0153.jpg,21.5,23.738300224308322
vid42,0155.jpg,21.0,20.756664198968696
vid42,0157.jpg,21.3,23.64874124468022
vid42,0159.jpg,21.3,24.115243262911864
vid42,0161.jpg,21.8,20.352967995352138
vid42,0171.jpg,7.2,10.193748833925051
vid42,0173.jpg,6.5,7.003071865246308
vid42,0175.jpg,6.7,7.825087170070431
vid42,0177.jpg,6.5,7.57437314494325
vid42,0179.jpg,7.3,7.469725322477201
vid42,0181.jpg,22.9,28.436157134638208
vid42,0183.jpg,22.9,29.965878094348607
vid42,0185.jpg,23.6,29.324215597801597
vid42,0187.jpg,23.3,17.338548151470583
vid42,0189.jpg,22.6,17.702860514170414
vid42,0191.jpg,23.4,24.369289335054354
vid42,0193.jpg,22.9,25.365913107443966
vid42,0195.jpg,23.9,25.539137727710347
vid42,0197.jpg,23.7,25.459589705717516
vid42,0199.jpg,24.0,26.542257072365114
vid42,0201.jpg,24.4,26.23880037058951
vid42,0203.jpg,24.0,28.627119307782785
vid42,0205.jpg,23.4,25.59987455321363
vid42,0207.jpg,25.1,28.315997534337193
vid42,0209.jpg,23.6,26.190242624983537
vid42,0211.jpg,23.4,20.41672639543087
vid42,0213.jpg,24.2,19.122665859241256
vid42,0215.jpg,23.5,23.60569659589356
vid42,0217.jpg,24.1,25.212731095899663
vid42,0219.jpg,23.6,24.716793818776193
vid42,0221.jpg,22.3,19.44712975261792
vid42,0223.jpg,22.6,18.921566195919915
vid42,0225.jpg,22.7,19.156741671609993
vid42,0227.jpg,22.8,22.462491533407814
vid42,0229.jpg,23.0,22.82456506215397
vid42,0231.jpg,22.8,22.536682409051146
vid42,0233.jpg,22.9,23.375275645814646
vid42,0235.jpg,23.1,21.23597844347684
vid42,0237.jpg,23.5,21.81655985072117
vid42,0239.jpg,23.9,21.981961032491842
vid42,0241.jpg,24.2,21.782837764353893
vid42,0243.jpg,24.0,20.860506740266104
vid42,0245.jpg,20.1,19.977683921262066
vid42,0251.jpg,23.7,20.106127560260187
vid42,0253.jpg,25.0,18.763622227241267
vid42,0255.jpg,23.2,19.525666037057142
vid42,0257.jpg,23.3,22.33823248160014
vid42,0259.jpg,22.3,20.044149870664047
vid42,0261.jpg,21.8,19.846563801107877
vid42,0263.jpg,20.4,17.22832324358484
vid42,0265.jpg,19.4,19.4190018836206
vid42,0267.jpg,18.3,18.049572013055027
vid42,0269.jpg,17.4,18.414021613438024
vid42,0271.jpg,16.0,15.536610058384001
vid42,0324.jpg,21.7,18.67833517000236
vid42,0326.jpg,22.0,19.32462206997168
vid42,0328.jpg,22.2,21.00895207082776
vid42,0330.jpg,23.2,21.35286115316704
vid42,0332.jpg,23.2,19.723295681467892
vid42,0334.jpg,24.2,23.45507556852395
vid42,0336.jpg,25.4,24.508219682429186
vid42,0338.jpg,25.8,25.412034216048124
vid42,0340.jpg,26.1,23.113030108958906
vid42,0342.jpg,25.6,23.5256823397685
vid42,0344.jpg,25.7,24.050487751534206
vid42,0346.jpg,25.1,23.25548300245699
vid42,0348.jpg,24.6,23.00558715909695
vid42,0350.jpg,24.1,23.02317701173585
vid42,0352.jpg,24.1,21.809978755292867
vid42,0354.jpg,23.7,21.589621584695678
vid42,0356.jpg,23.5,20.209549411369956
vid42,0358.jpg,23.3,20.998694076066997
vid42,0360.jpg,23.3,20.96589391412217
vid42,0362.jpg,23.0,21.2055097656894
vid42,0364.jpg,19.3,18.56183926580687
vid42,0366.jpg,19.1,17.980586376173918
vid42,0368.jpg,18.9,17.38340507478653
vid42,0370.jpg,19.1,17.972551898368415
vid42,0372.jpg,19.1,16.77558151075213
vid42,0374.jpg,18.8,15.308814876810345
vid42,0376.jpg,18.7,16.524415382709428
vid42,0378.jpg,19.1,17.450337831471707
vid42,0380.jpg,18.8,16.273803038077713
vid42,0382.jpg,20.1,18.55511354119531
vid42,0384.jpg,21.7,18.09758282359673
vid42,0386.jpg,22.2,18.689069712654064
vid42,0388.jpg,22.7,19.986846820868756
vid42,0390.jpg,22.2,20.268154119713607
vid42,0392.jpg,22.8,18.88781464862186
vid42,0394.jpg,22.4,19.08800098180435
vid42,0396.jpg,23.0,19.924174675990397
vid42,0398.jpg,22.4,20.508997239161786
vid42,0400.jpg,23.0,21.525140248477804
vid42,0402.jpg,22.6,21.17503000747621
vid42,0404.jpg,22.5,19.228365244245293
vid42,0406.jpg,22.1,21.509345387701757
vid42,0408.jpg,22.7,20.824055277621607
vid42,0410.jpg,21.9,21.10695497189813
vid42,0412.jpg,21.9,19.4206257522757
vid42,0414.jpg,21.2,19.40422379427854
vid42,0416.jpg,22.2,20.783678201972215
vid42,0418.jpg,22.8,18.40150287534681
vid42,0420.jpg,20.0,19.32495999570438
vid42,0422.jpg,20.5,33.00164245753747
vid42,0424.jpg,20.1,27.493935774112323
vid42,0426.jpg,20.9,26.67423496427449
vid42,0428.jpg,20.9,28.199568623407224
vid42,0430.jpg,21.1,23.920795952099713
vid42,0460.jpg,24.3,24.362699288393905
vid42,0462.jpg,23.3,24.6675256005965
vid42,0464.jpg,23.6,25.293464800244983
vid42,1284.jpg,17.5,15.77503578172741
vid42,1286.jpg,18.1,15.364175046428088
vid42,1288.jpg,19.1,18.86304818920567
vid42,1290.jpg,19.9,19.231212555242546
vid42,1292.jpg,20.8,19.682172382975722
vid42,1294.jpg,21.4,22.4172770568127
vid42,1296.jpg,21.8,22.48280098162403
vid42,1298.jpg,21.9,22.206057428250684
vid42,1300.jpg,21.5,20.944228807759444
vid42,1302.jpg,21.2,20.638222046613368
vid42,1304.jpg,21.1,20.131120961698144
vid42,1306.jpg,21.1,21.420554086746524
vid42,1308.jpg,21.4,21.228748686571855
vid42,1310.jpg,21.4,21.05259557490537
vid42,1312.jpg,21.8,20.747953279964293
vid42,1314.jpg,21.8,20.67331064605582
vid42,1316.jpg,21.8,20.791258970779086
vid42,1318.jpg,22.1,20.782714770409587
vid42,1320.jpg,21.7,20.83330920998858
vid42,1322.jpg,22.0,18.672477599979985
vid42,1324.jpg,21.9,21.014739616812076
vid42,1326.jpg,21.6,21.43859288086372
vid42,1328.jpg,21.3,20.808467031087552
vid42,1330.jpg,21.3,17.460465175330835
vid42,1332.jpg,21.9,18.44638132401908
vid42,1334.jpg,21.4,21.253359987112304
vid42,1336.jpg,21.6,24.64695014774373
vid42,1338.jpg,21.6,23.429867869882266
vid42,1340.jpg,22.2,20.01430153891039
vid42,1364.jpg,21.4,22.53079208419669
vid42,1366.jpg,19.5,17.542439409017806
vid42,1368.jpg,18.9,16.95958953127629
vid42,1376.jpg,18.9,16.389727844921577
vid42,1378.jpg,18.3,15.91086579603287
vid42,1380.jpg,18.4,17.957650843489148
vid42,1418.jpg,13.2,18.84432350602783
vid42,1464.jpg,12.9,19.155437655301096
vid42,2041.jpg,4.8,4.677825817623243
vid42,2061.jpg,16.4,20.904907249854205
vid42,2063.jpg,12.0,11.398105687070432
vid42,2065.jpg,11.8,15.12463761280253
vid42,2067.jpg,12.9,15.158440917544185
vid42,2069.jpg,12.0,14.449642328744316
vid42,2071.jpg,11.1,12.612267663704475
vid42,2073.jpg,10.3,12.609168000020672
vid42,2075.jpg,10.8,12.259354093288072
vid42,2077.jpg,12.5,10.701244799922225
vid42,2079.jpg,86.6,12.466995540140125
vid42,2131.jpg,6.7,7.19560043418041
vid42,2133.jpg,6.9,7.222200822311455
vid42,2135.jpg,6.8,6.574164597178519
vid42,2137.jpg,6.9,7.331316296503024
vid42,2139.jpg,6.9,7.502105567416879
vid42,2141.jpg,7.1,7.467344052196687
vid42,2143.jpg,7.1,7.224595470658497
vid42,2179.jpg,7.6,7.57094706364424
vid42,2615.jpg,27.5,24.879185790434377
vid42,2667.jpg,21.1,17.228767368445816
vid42,2669.jpg,22.3,22.515426418615462
vid42,2671.jpg,22.1,22.82517396483719
vid42,2673.jpg,22.3,23.476480800865215
vid42,2675.jpg,20.9,22.027792116519752
vid42,2677.jpg,18.8,15.066991495597833
vid42,2679.jpg,17.7,13.498592746922869
vid42,2681.jpg,16.3,21.602722892226573
vid42,2683.jpg,15.5,19.67082378496704
vid42,2697.jpg,14.9,17.60194973990564
vid42,2699.jpg,14.9,17.02797087791
vid42,2701.jpg,15.9,16.229945237609634
vid42,2703.jpg,17.7,17.26128583128807
vid42,2705.jpg,18.7,15.69470846803521
vid42,2707.jpg,19.5,17.99830711836694
vid42,2709.jpg,20.8,18.985498239638403
vid42,2711.jpg,21.8,21.272109860940315
vid42,2713.jpg,22.3,22.01069341606015
vid42,2715.jpg,22.5,21.8351047569615
vid42,2717.jpg,22.1,19.903515253396545
vid42,2719.jpg,22.2,19.85835059346143
vid42,2721.jpg,22.5,20.108977248121086
vid42,2723.jpg,21.7,19.20993897755413
vid42,2725.jpg,22.1,22.609337292256914
vid42,2727.jpg,21.0,22.024777258051213
vid42,2729.jpg,21.0,21.23212782997625
vid42,2731.jpg,21.1,19.92571740471033
vid42,2733.jpg,20.3,20.553007415919108
vid42,2735.jpg,22.2,19.36120294259264
vid42,2737.jpg,22.2,22.511060504085776
vid42,2739.jpg,22.3,22.308691529275123
vid42,2741.jpg,22.0,19.61434117505653
vid42,2743.jpg,21.6,22.26624600032548
vid42,2745.jpg,21.7,21.628253436679493
vid42,2747.jpg,22.1,21.752834505864715
vid42,2749.jpg,21.8,23.696707511217813
vid42,2751.jpg,23.0,25.99091912987363
vid42,2753.jpg,29.5,22.91487029646694
vid42,2755.jpg,28.2,24.655444825910937
vid42,2767.jpg,26.0,25.5881199482744
vid42,2769.jpg,24.5,23.724187099023585
vid42,2771.jpg,24.8,23.4951476907591
vid42,2773.jpg,23.6,21.700826604601495
vid42,2775.jpg,22.9,20.82119946739381
vid42,2777.jpg,22.7,18.948889426036125
vid42,2779.jpg,22.5,21.657426900053373
vid42,2781.jpg,22.0,21.763813983841406
vid42,2783.jpg,21.7,19.404546057913983
vid42,2785.jpg,20.9,20.505403474991077
vid42,2787.jpg,20.3,19.988668588568206
vid42,2789.jpg,19.2,18.619791883366005
vid42,2791.jpg,18.5,17.646899805305626
vid42,2793.jpg,17.6,18.99154878538997
vid42,2795.jpg,17.3,17.901173333457013
vid42,2797.jpg,17.6,19.558259902545345
vid42,2799.jpg,17.1,19.207582884703406
vid42,2801.jpg,17.7,19.64194200772448
vid42,2892.jpg,18.0,16.658612131355177
vid42,2894.jpg,18.1,19.757201889241333
vid42,2896.jpg,18.2,17.97577275425048
vid42,2898.jpg,18.7,18.09811871050076
vid42,2900.jpg,18.9,17.776542557535386
vid42,2902.jpg,19.3,20.276324022271798
vid42,2904.jpg,19.8,19.809561594917827
vid42,2906.jpg,20.1,19.392178255971317
vid42,2928.jpg,23.5,21.23336591617229
vid42,2930.jpg,23.7,16.10067708933107
vid42,2932.jpg,22.8,15.170919442055489
vid42,2946.jpg,18.6,24.989014322491148
vid42,2948.jpg,16.7,12.834085912964678
vid42,2978.jpg,18.6,28.88604979544203
vid42,2980.jpg,18.9,30.3614407021646
vid42,2982.jpg,19.6,29.021821820300385
vid42,3550.jpg,6.0,7.098616282508992
vid42,3552.jpg,7.9,6.9190149955232405
vid42,3554.jpg,5.5,5.100438316675021
vid42,3558.jpg,6.3,6.229903392517809
vid42,3560.jpg,6.9,6.257931931119036
vid42,3562.jpg,6.9,6.550131285105208
vid42,3564.jpg,6.7,6.020787422713983
vid42,3566.jpg,6.7,8.03927808625218
vid42,3568.jpg,6.1,7.322067775149232
vid42,3636.jpg,6.0,5.744921120089278
vid42,3638.jpg,6.4,7.291850084638805
vid42,3640.jpg,7.2,7.619569615555663
vid42,3642.jpg,7.3,6.4789783256750075
vid42,3702.jpg,12.0,10.109332162515823
vid42,3704.jpg,12.3,10.648126625514875
vid42,3706.jpg,10.5,10.294235872282922
vid42,3708.jpg,10.8,10.130041513497465
vid42,3788.jpg,7.7,9.341820537971572
vid42,3790.jpg,8.4,9.406500500973172
vid42,3792.jpg,8.4,9.649187842999083
vid42,3794.jpg,8.2,10.435861173294656
vid42,3796.jpg,8.7,10.110162138771894
vid42,3798.jpg,8.5,9.604928326076266
vid42,3800.jpg,8.5,11.73297651882608
vid42,3802.jpg,8.6,8.964541460141906
vid42,3804.jpg,8.3,8.748467900799735
vid42,3806.jpg,10.0,13.296527516802097
vid42,3808.jpg,11.1,11.39379054493782
vid42,3872.jpg,16.8,16.012821922373593
vid42,3874.jpg,17.7,12.923654606724693
vid42,3876.jpg,11.4,12.813100043272414
vid42,3878.jpg,10.4,11.858796557857206
vid42,3880.jpg,10.2,11.758424847579924
vid42,3882.jpg,10.2,11.72263113735596
vid42,3884.jpg,10.1,11.053633478915541
vid42,3886.jpg,10.3,10.943112212526154
vid42,3888.jpg,10.4,11.284936501230598
vid42,3936.jpg,8.9,10.547963060381242
vid42,3938.jpg,8.6,11.558092235781672
vid42,3980.jpg,12.6,11.816045608895857
vid42,3982.jpg,14.7,11.281468139735697
vid42,3984.jpg,13.9,9.258259721121041
vid42,3986.jpg,11.8,11.594843680849554
vid42,3988.jpg,11.7,11.21077693874157
vid42,3990.jpg,10.1,10.11532164672924
vid42,4006.jpg,18.0,10.824192478378436
vid42,4026.jpg,17.1,11.698152292540893
vid42,4822.jpg,14.4,11.138435739349504
vid42,4824.jpg,14.5,11.61719620621868
vid42,4826.jpg,14.5,13.565331539696839
vid42,4828.jpg,13.9,13.468772685168016
vid42,4830.jpg,14.5,12.957163856349137
vid42,4832.jpg,14.4,14.436725883811024
vid42,4834.jpg,14.4,14.532576046484213
vid42,4836.jpg,14.1,14.417873107776707
vid42,4838.jpg,14.0,13.74053398575009
vid42,4840.jpg,13.7,13.39011920091362
vid42,4842.jpg,13.3,13.371643502648476
vid42,4920.jpg,11.4,13.962576319045898
vid42,5008.jpg,4.8,4.3534076588552315
vid42,5010.jpg,4.4,4.647631694882453
vid43,0001.jpg,4.5,6.610905667725594
vid43,0003.jpg,4.6,6.662985142617346
vid43,0005.jpg,4.6,6.929938627799438
vid43,0007.jpg,4.9,7.528991077007085
vid43,0009.jpg,4.8,7.234325443079863
vid43,0011.jpg,4.9,7.230938568000692
vid43,0013.jpg,4.8,6.633396266277888
vid43,0015.jpg,5.1,6.448343077291893
vid43,0017.jpg,5.0,7.257498458274667
vid43,0019.jpg,5.4,6.488990709846767
vid43,0131.jpg,8.2,9.749015048212975
vid43,0133.jpg,8.5,10.654218411287992
vid43,0135.jpg,8.8,11.961260441734648
vid43,0137.jpg,9.2,11.166656984984733
vid43,0139.jpg,9.4,10.407693482427089
vid43,0141.jpg,9.7,10.905975804580677
vid43,0143.jpg,7.6,8.995776984290226
vid43,0145.jpg,7.8,6.931657897928018
vid43,0147.jpg,7.9,6.667493768692272
vid43,0149.jpg,13.6,12.037546127034664
vid43,0151.jpg,12.1,13.645725138021643
vid43,0167.jpg,15.1,10.431510716563999
vid43,0217.jpg,6.7,9.313843373893326
vid43,0219.jpg,7.0,9.816181738460985
vid43,0221.jpg,7.2,8.361703703998996
vid43,0269.jpg,6.2,5.320554567918721
vid43,0271.jpg,6.0,11.252395584367207
vid43,0273.jpg,6.6,9.678025100237294
vid43,0275.jpg,6.1,6.271817432273884
vid43,0277.jpg,5.9,6.0629191914415115
vid43,0279.jpg,7.4,5.32484160921228
vid43,0879.jpg,11.7,10.624166008615227
vid43,0881.jpg,13.0,13.7418937663963
vid43,0883.jpg,13.2,14.73388156239186
vid43,0885.jpg,13.9,15.26447329816367
vid43,0887.jpg,14.4,15.628417012623965
vid43,0889.jpg,15.3,16.282489174133964
vid43,0891.jpg,15.2,16.46462786336296
vid43,0893.jpg,15.7,16.204713080433258
vid43,0895.jpg,16.0,16.24028041217833
vid43,0897.jpg,15.5,15.808803624172725
vid43,0899.jpg,15.6,14.897713119066363
vid43,0901.jpg,15.6,15.792776145197552
vid43,0903.jpg,15.5,15.810693180492962
vid43,0905.jpg,15.7,15.61344657742325
vid43,0907.jpg,15.7,15.275118926408222
vid43,0909.jpg,16.0,14.87223111411076
vid43,0911.jpg,15.5,15.342286572710186
vid43,0913.jpg,16.0,15.544815739357276
vid43,0915.jpg,15.8,15.292486460450903
vid43,0917.jpg,15.9,15.0526892099813
vid43,0919.jpg,15.6,14.452641158507424
vid43,0921.jpg,15.9,13.619374898387267
vid43,0923.jpg,15.3,15.435363719330311
vid43,0925.jpg,14.9,15.037880015098374
vid43,0927.jpg,14.3,13.826213416769482
vid43,0929.jpg,14.5,14.21591915117675
vid43,0979.jpg,12.3,13.665152207969175
vid43,0981.jpg,12.2,13.705761861494704
vid43,0983.jpg,12.6,12.330812664663437
vid43,0985.jpg,12.6,10.287349496762943
vid43,0987.jpg,11.0,10.823547921405929
vid43,0989.jpg,11.2,11.133942310386828
vid43,0991.jpg,11.4,9.553742486202667
vid43,0993.jpg,11.5,9.96008967089195
vid43,0995.jpg,12.0,11.21167849191334
vid43,1091.jpg,10.2,14.267934817966111
vid43,1209.jpg,41.6,37.02126225172732
vid43,1211.jpg,41.0,32.265099327402666
vid43,1213.jpg,48.8,37.07691571924026
vid43,1215.jpg,47.5,38.605470887513874
vid43,1217.jpg,46.3,36.4507845042722
vid43,1219.jpg,46.2,39.562436905820555
vid43,1221.jpg,46.5,42.45731647769604
vid43,1223.jpg,48.9,37.645146923605964
vid43,1225.jpg,42.3,37.89477089518647
vid43,1227.jpg,29.8,35.578516964972216
vid43,1229.jpg,29.5,31.118936798215778
vid43,1231.jpg,28.5,38.0213556575702
vid43,1233.jpg,28.1,37.06961491310159
vid43,1235.jpg,27.9,29.903222181144905
vid43,1237.jpg,29.5,27.17027808506801
vid43,1239.jpg,28.1,26.9652755156279
vid43,1241.jpg,31.8,35.37214360527053
vid43,1243.jpg,30.8,34.080526276598825
vid43,1245.jpg,35.0,35.84745014866996
vid43,1247.jpg,32.8,34.22585451597675
vid43,1249.jpg,29.8,30.365319882140305
vid43,1251.jpg,30.4,31.205321271804962
vid43,1253.jpg,33.5,30.70844183873749
vid43,1255.jpg,35.6,28.97579436856679
vid43,1257.jpg,37.2,29.330539951631778
vid43,1259.jpg,36.7,33.03241086578871
vid43,1261.jpg,39.2,31.267150827635298
vid43,1263.jpg,38.3,31.796354783795742
vid43,1265.jpg,38.7,29.19884103440048
vid43,1267.jpg,39.2,27.354129883120866
vid43,1269.jpg,36.8,26.057870081552753
vid43,1271.jpg,31.2,28.910455124036897
vid43,1273.jpg,30.5,28.887562801709908
vid43,1275.jpg,29.9,26.36874983758593
vid43,1277.jpg,29.0,25.089397530356294
vid43,1279.jpg,29.8,23.236757759578058
vid43,1297.jpg,29.8,32.81139570408373
vid43,1299.jpg,29.8,33.53505330546759
vid43,1301.jpg,29.8,24.197047410837406
vid43,1303.jpg,31.0,25.01385572783449
vid43,1305.jpg,30.5,25.568160825056346
vid43,1307.jpg,30.1,30.240477246654898
vid43,1309.jpg,30.4,29.183127496120612
vid43,1311.jpg,32.2,28.294554248605998
vid43,1313.jpg,33.6,27.148053250354547
vid43,1315.jpg,34.7,27.543261947831105
vid43,1317.jpg,35.8,28.04483857347094
vid43,1319.jpg,36.9,26.067801665791972
vid43,1321.jpg,36.8,28.871105343963688
vid43,1323.jpg,37.9,29.423852071191078
vid43,1325.jpg,38.7,27.872671211853188
vid43,1327.jpg,38.9,26.794173603218727
vid43,1329.jpg,40.5,26.95524534130859
vid43,1331.jpg,39.2,25.972113385666336
vid43,1333.jpg,38.2,31.247041753788956
vid43,1335.jpg,37.4,31.67351637707959
vid43,1337.jpg,37.7,29.108891352784497
vid43,1339.jpg,36.5,30.1036883677969
vid43,1341.jpg,33.2,29.254358534302337
vid43,1343.jpg,32.3,29.522570194633726
vid43,1345.jpg,31.6,27.02738984034411
vid43,1347.jpg,31.4,27.370348101128698
vid43,1349.jpg,30.2,29.639587108281336
vid43,1351.jpg,27.3,23.659033056544054
vid43,1353.jpg,27.1,24.570027144455572
vid43,1355.jpg,27.6,24.764521752853778
vid43,1357.jpg,27.1,27.39021183263013
vid43,1385.jpg,28.9,25.05824546502735
vid43,1387.jpg,27.9,25.770293844870075
vid43,1389.jpg,25.7,26.18862365681434
vid43,1391.jpg,26.3,26.82923421431875
vid43,1393.jpg,26.6,25.146138113105266
vid43,1395.jpg,26.7,24.232448178934032
vid43,1397.jpg,26.8,23.136285030649802
vid43,1399.jpg,26.9,24.949725514912686
vid43,1401.jpg,27.0,23.683161180429803
vid43,1403.jpg,26.6,23.167893337099848
vid43,1405.jpg,28.1,23.835075773542446
vid43,1407.jpg,28.7,23.499397936933217
vid43,1409.jpg,28.6,22.649315734930706
vid43,1411.jpg,28.6,23.39373803242634
vid43,1413.jpg,30.2,23.63078302492609
vid43,1415.jpg,30.6,24.53410871642266
vid43,1417.jpg,9.1,8.01322508973614
vid43,1419.jpg,29.8,25.389874540963817
vid43,1421.jpg,31.8,23.56626075356369
vid43,1457.jpg,24.3,31.32662771397465
vid43,1459.jpg,25.2,23.689620499863643
vid43,1461.jpg,25.4,23.805068523683566
vid43,1463.jpg,25.6,23.911389746780397
vid43,1477.jpg,33.2,23.763907757913728
vid43,2205.jpg,10.5,8.687608123089214
vid43,2207.jpg,11.7,9.158417322268432
vid43,2209.jpg,11.7,9.757197801733824
vid43,2211.jpg,9.6,7.955833162617343
vid43,2213.jpg,9.8,8.841685433665328
vid43,2215.jpg,9.4,8.657611546979753
vid43,2217.jpg,9.0,8.347450904000894
vid43,2219.jpg,9.1,8.577146834500466
vid43,2221.jpg,8.8,8.057563001945804
vid43,2223.jpg,9.1,8.195311562251323
vid43,2225.jpg,8.3,8.053312575550512
vid43,2227.jpg,8.1,7.644092514858681
vid43,2229.jpg,7.5,7.375181662374336
vid43,2231.jpg,14.6,5.634118891893633
vid43,2233.jpg,6.4,13.55379299515336
vid43,2235.jpg,3.9,14.779593425941371
vid43,2531.jpg,14.7,16.427551778012802
vid43,2533.jpg,15.0,15.718457928885442
vid43,2535.jpg,15.1,15.34375161614376
vid43,2537.jpg,15.0,17.24607785283383
vid43,2539.jpg,15.7,17.248838613566075
vid43,2541.jpg,15.3,16.82239333253192
vid43,2543.jpg,15.1,14.525000454228055
vid43,2545.jpg,14.9,15.022413548679296
vid43,2547.jpg,14.7,14.940393914494969
vid43,2643.jpg,18.1,11.50304728652667
vid43,3690.jpg,18.6,17.944208168486963
vid43,3692.jpg,20.5,24.89526178918195
vid43,3694.jpg,22.6,25.217304163274026
vid43,3696.jpg,19.9,23.739488203524107
vid43,3758.jpg,26.1,21.817224322633685
vid43,3760.jpg,26.4,21.98406334912782
vid43,3762.jpg,27.7,20.661221823416863
